EmployeeID,KPI1,KPI2,KPI3,KPI4,Current Employee
146,0.399904804,-1.393535876,-1.844124042,-0.359510051,0
147,-0.793373341,1.614302538,1.770377486,-0.918199843,1
148,-0.262949851,-0.51062529,-1.03752194,-1.400340499,1
149,2.25229966,-0.965261999,-0.78548412,2.401140403,0
150,-0.956071651,0.430684647,0.264516088,1.52794798,1
151,-0.061237036,-1.228244586,-1.25215735,2.719906272,0
152,1.352586158,-0.217241303,0.189277611,-0.942314526,0
153,0.911687816,-1.013211777,-1.183830438,0.460053814,0
154,-0.502419659,-0.868016282,-0.926571005,0.759042597,0
155,0.179437516,-1.363257473,-1.545349481,-0.459789962,0
156,0.610242433,0.222372498,-0.156266187,0.265951924,1
157,-0.953943912,1.503988908,1.605500421,0.768441747,1
158,1.126718936,1.160703632,1.156181744,-0.452613583,1
159,0.139767514,-0.872236815,-0.686104778,1.004944898,0
160,-0.219312788,-1.069792085,-1.144341631,0.030413991,0
161,-1.013866337,0.432444372,0.196200155,0.959352152,1
162,0.253447173,-0.231673259,-0.66778279,-0.240452678,1
163,-0.702138953,2.397282595,2.896649543,-0.687085802,1
164,-0.084104589,0.663026963,0.538193174,-0.833245563,1
165,0.702581756,-1.195741929,-1.228384526,-0.076546069,0
166,-0.569420808,-0.774186382,-0.686001175,-0.396475761,0
167,-0.945482804,0.509647932,0.273664796,-0.863858459,1
168,-0.508676853,1.097199685,1.041137953,-0.263835264,1
169,0.291337717,-1.499857843,-1.7585241,-3.045445689,0
170,0.325948592,-0.923964777,-0.900045159,0.753654825,0
171,-0.785959057,-0.174966316,0.138251337,0.666423451,0
172,-0.654112285,0.915744626,0.955568132,0.630108676,1
173,1.764343933,-1.275732702,-1.468360648,-0.22571102,0
174,-1.756868176,-1.293323806,-1.39785078,0.75262454,0
175,0.93697276,1.498683582,1.742961707,0.226181431,1
176,0.838529281,0.492863448,0.377525036,-1.139667757,1
177,-0.321478929,1.426309604,1.686467942,-0.640843364,1
178,0.906376065,1.3096395,1.450030725,-0.806966037,1
179,-0.734391132,1.242585372,1.264909094,1.639820021,1
180,-0.661349546,-0.645998129,-0.362081567,1.25607758,0
181,0.376383306,-0.900126299,-0.76271907,0.122479752,0
182,0.080040987,2.015924002,2.422791404,-0.851134503,1
183,-0.14630094,2.89168175,3.659253632,1.183956526,1
184,0.746644099,-0.502716037,-0.262021151,-0.874574907,0
185,-1.292032226,-1.000318174,-1.095005295,-0.66997461,0
186,0.097138029,-0.661526116,-0.524211046,0.427186024,0
187,0.569254573,0.887298372,0.803055464,-0.154542121,1
188,2.112357322,0.864056678,0.792784852,-0.817339619,1
189,0.221761513,-1.08160117,-1.147059455,-0.056368546,0
190,0.551913395,-0.821024589,-0.801190451,0.422818198,0
191,1.149328464,-0.849732281,-0.814693576,0.778876476,0
192,1.155687997,-0.849103598,-0.793430393,-1.8755807,0
193,0.469945388,0.593209931,0.509671426,1.394367197,1
194,0.872740852,-0.884747632,-0.814201279,0.729019688,0
195,0.871969283,1.060081325,1.050717024,-2.308946977,1
196,-0.656469129,0.024485253,-0.471872213,1.268631993,1
197,-0.644528677,0.047049297,-0.253001298,-1.521909665,1
198,-0.25907576,-1.058987242,-0.86536542,0.080517865,0
199,-0.487425477,1.919609811,2.149275224,-0.183605235,1
200,0.690257128,-0.923169042,-0.776355391,-1.16087737,0
201,-1.57839232,1.1745415,1.312311407,1.560003119,1
202,-0.995009034,1.599110431,1.808917537,0.714149229,1
203,-0.349477494,0.155616731,-0.11260372,-1.579131277,1
204,-1.16875026,1.00919471,1.155764197,0.089488605,1
205,-1.308796913,1.496714175,1.687232344,-1.401738845,1
206,-0.19824607,0.566876552,0.386324467,-0.998891972,1
207,-1.260362937,-0.820236198,-0.57437269,2.210044364,0
208,-0.365562703,2.135423391,2.503866033,-0.040355087,1
209,0.370033502,-1.322100419,-1.468947847,2.007003712,0
210,2.560355126,0.451573216,0.218232164,-0.255563415,1
211,0.392550071,-0.863886583,-0.715020587,0.381091271,0
212,0.24229128,-1.469197385,-1.364596301,0.454337195,0
213,-0.134779263,-0.642962975,-0.289858419,0.611423183,0
214,1.732706616,-0.925462986,-0.924069321,0.378050794,0
215,0.811799259,1.981932121,2.164195258,1.236130723,0
216,0.590496639,0.665127687,0.484692748,-0.446065347,1
217,1.44581082,-0.856629699,-0.549242792,-0.515313206,1
218,-1.327343944,-0.88011336,-0.697386715,-1.317987655,0
219,-0.083342928,0.933489747,0.845713895,-1.412587927,1
220,-0.756851399,1.396250289,1.599120268,1.504912566,1
221,1.277440976,-1.022923568,-0.971416463,-0.261282379,0
222,1.297378973,0.108564271,-0.275474801,1.508349924,1
223,1.164686517,-1.257461501,-1.587676905,0.505492434,0
224,1.368514284,0.056817891,-0.200523177,0.975744923,1
225,-2.420566545,-0.984248828,-1.059657336,1.356772247,0
226,0.937037963,1.961630669,2.300517254,0.480431213,1
227,1.804374166,1.747217774,2.010271269,1.855003728,1
228,1.21331303,0.355381674,-0.003799561,-0.654731574,1
229,-1.478494426,-0.639192349,-0.593848639,0.748824563,0
230,1.8671192,1.75436896,2.059199317,-1.358021878,1
231,1.72148615,-1.410071962,-1.835439202,-0.527123579,0
232,-2.198444833,-0.935171346,-0.865051919,1.033588677,0
233,-2.223981685,-0.888323659,-0.875564169,0.920762813,0
234,0.238178875,-1.06967177,-1.112541221,-0.107085975,0
235,0.426095873,-0.814419044,-0.713827647,1.105564384,0
236,0.492762394,-1.223413242,-1.405865576,-0.42513071,0
237,-0.131594807,2.548149184,3.178754653,0.900885917,1
238,0.671403535,-0.899507461,-0.707435524,-1.067904698,0
239,2.712577559,0.71005051,0.639669723,1.162268563,1
240,-1.731963583,-1.022981315,-1.007598363,-1.476835357,0
241,-0.816429698,1.48825318,1.655097476,-1.642022788,1
242,0.890750103,-1.05564476,-1.041339309,-0.649430021,0
243,-1.378396817,-0.715122483,-0.737396575,-1.380636321,0
244,-0.952578494,0.290054428,0.120318209,0.300886443,1
245,0.57285162,-0.752978643,-0.363333536,0.258468677,0
246,0.1847525,0.676575846,0.500732161,1.373888133,1
247,2.250015921,1.853834485,2.230458456,0.678503486,1
248,1.948999218,-1.374168312,-1.685227925,-1.006816669,0
249,-0.485550645,-1.019208281,-0.980215566,0.98490112,0
250,0.111087544,1.919978218,2.336358443,-0.061630213,1
251,1.365024854,-1.605817457,-1.859010852,0.64570647,0
252,-0.701731054,1.025197419,0.943557369,-0.465809524,1
253,1.02838658,-1.186853051,-1.29408427,0.490104979,0
254,-0.771417112,0.20647035,-0.117876917,-1.774372795,1
255,0.333375162,-0.868369517,-1.08674496,-1.083259424,0
256,-0.40248883,1.287458945,1.391741871,-0.915211409,1
257,-0.735046063,1.342843486,1.662667127,0.498553406,1
258,0.114548145,-0.046949078,-0.458324015,0.858215992,1
259,-1.092020773,1.14792853,1.188980132,15,1
260,-1.86683481,-0.903906695,-1.001833396,0.341773558,0
261,0.159573987,1.918049777,2.248134442,1.157075848,1
262,0.80581332,-1.336069895,-1.493864183,0.648881717,0
263,-0.648818926,-0.824504424,-0.86280109,1.149379791,0
264,-1.155526252,-1.025584832,-1.127989264,0.366792534,0
265,-0.295598416,-0.833615649,-0.697807999,0.808638251,0
266,-1.502569402,-1.37143965,-1.698967226,-0.982981259,0
267,1.373719005,1.133971242,1.145233536,1.041371778,1
268,-0.673622288,-1.297645054,-1.253186151,-0.015819948,0
269,-1.48867858,-0.706435978,-0.679889023,-1.038075748,0
270,-0.732215738,0.457340994,0.313934915,0.562701,1
271,-0.139097477,25,-1.039494829,0.34090306,0
272,-0.708339707,-0.580521217,-0.288615308,1.400485345,0
273,0.913210166,0.853155562,0.765330233,-1.2326653,1
274,1.1606878,1.172194909,1.144456622,-1.107342228,1
275,-0.072966831,-1.700227717,-1.947174394,0.561268267,0
276,0.349927486,0.737169275,0.672554571,3.300369707,1
277,-1.136764859,-0.82868666,-0.60218561,1.200372398,0
278,1.514905426,1.086061387,1.122681634,0.054676417,1
279,0.193920144,-0.711356342,-0.538371288,-0.560844993,0
280,-1.136953124,0.350015366,0.089103302,0.636809496,1
281,0.776697593,0.450601927,0.232060645,0.855283143,1
282,1.229376973,1.218340781,1.30184974,-0.283608499,1
283,-0.236671466,-0.838437758,-0.941854341,-0.508731383,0
284,0.222473916,-1.520747832,-1.900844589,0.584141631,0
285,-0.183043044,-1.427598394,-1.741431067,-1.787942395,0
286,0.805735438,-0.832429775,-0.857841884,0.617435852,0
287,-0.185218342,0.185831002,-0.057172592,-0.523244489,1
288,-1.485167578,-1.114435075,-1.023443455,0.749529759,0
289,-2.082078224,0.488901865,0.37595584,-0.344277405,1
290,2.543615174,-1.019547932,-1.154901803,-0.444147609,0
291,-0.320684998,0.820785389,0.687895519,-1.102583947,1
292,0.842468469,0.302755404,-0.069208033,0.459320729,1
293,0.085023096,1.807185188,2.087349116,-0.545053944,1
294,-1.617168296,-0.746462536,-0.430848353,1.291885215,0
295,0.850735933,0.309758316,0.023429642,0.853046911,1
296,-0.577470492,0.777848565,0.706617529,0.31664132,1
297,-1.337865348,1.103043996,1.076055903,-0.50226036,1
298,0.069099294,-1.095943517,-1.297918461,0.020053327,0
299,0.049112486,0.355990426,0.103682215,-0.338213965,1
300,0.745128483,0.446708007,0.412118805,-0.741434323,1
301,-1.366563411,1.239843317,1.320557647,0.7654973,1
302,-0.43976309,0.842053863,0.681147439,0.799686581,1
303,-0.688695777,-1.077547725,-1.145222792,0.597772157,0
304,0.095179104,0.866943377,0.840341824,0.422016883,1
305,-0.895307205,1.342851057,1.384791842,0.640417558,1
306,-1.120654608,1.446721632,1.661328878,-0.899325919,1
307,-1.072667277,-1.127424464,-1.154934325,-0.135763318,0
308,-0.787627807,-0.967202071,-0.878282381,0.913605605,0
309,-0.21379018,-1.58631516,-1.98522834,0.785762372,0
310,-1.512327259,-1.179062434,-1.334506065,-0.099636043,0
311,-0.591399536,-0.970682277,-1.095058191,0.730518668,0
312,0.629002828,-0.78725699,-0.685448764,-1.243599007,0
313,-0.989786466,-0.359303019,0.006310364,0.816792055,0
314,0.377754595,-0.31347618,-0.000398454,0.309150469,0
315,-0.296278454,-0.281674168,-0.736305468,0.575178835,1
316,0.646684551,0.797333251,0.787970426,-0.597984741,1
317,-1.695585917,-1.219910352,-1.532886683,1.132241189,0
318,-0.645542598,1.12575895,1.080327543,-1.388000391,1
319,1.192803963,-0.597521663,-0.362096912,-0.29077931,0
320,0.766725445,-1.023860435,-0.994989752,1.788826116,0
321,1.726178141,0.731755107,0.648633287,0.320455467,1
322,-1.350222532,1.346533075,1.431588937,-0.881726837,1
323,-1.459640264,-0.940121292,-1.122218632,-3.718351135,0
324,0.351606914,-0.745469068,-0.80441266,1.187375741,0
325,1.408456473,-1.150728891,-0.917121345,0.025487971,0
326,0.130229541,-0.789268734,-0.83219957,1.219506786,0
327,1.335531251,-1.266362863,-1.51796386,0.949706511,0
328,0.788011086,-1.362777386,-1.543381153,1.271255738,0
329,0.539568458,-1.374935456,-1.584203673,1.158973112,0
330,1.857679212,-1.500750231,-1.558766332,0.581300304,0
331,-0.028543225,0.830640815,0.882199266,-0.529638782,1
332,0.17220225,1.699766583,1.996466807,-0.127165543,1
333,-0.334650293,-1.201906998,-1.125284582,1.329941837,0
334,-0.796955947,1.483432578,1.634950739,-0.175844646,1
335,-0.414537302,1.277214182,1.378092506,1.847971066,1
336,0.250911096,-0.665355029,-0.40917737,-1.179189065,0
337,0.729422782,0.325017976,-0.027954863,-0.732580425,1
338,-0.891313026,1.108766382,1.043473439,-0.041980242,1
339,0.665732963,-1.030522512,-1.227725103,0.244576093,0
340,0.672521292,1.050103939,1.127058563,-1.124938859,1
341,-0.934055607,-1.511277688,-1.78264832,-1.442901522,0
342,1.839328647,-0.623309322,-0.418058292,-0.398294773,0
343,0.852519842,-0.478305736,-0.235617444,2.021052065,0
344,-0.473192744,0.073561808,-0.336409088,-1.03239129,1
345,-0.352503729,1.11900285,1.167585836,-0.558847616,1
346,1.246102881,0.400927959,0.228018513,0.318578573,1
347,1.534098425,-0.973518713,-1.122022764,0.853589172,0
348,0.412765923,-1.213183161,-1.421525631,-0.735170387,0
349,-0.402721992,-1.353559735,-1.413930001,-1.39072525,0
350,0.956227277,-0.946199452,-0.896224001,-1.992336725,0
351,0.896750573,-1.234949128,-1.472097055,0.202740926,0
352,-0.496792508,-0.832369221,-0.787197508,-0.50872069,0
353,1.062005757,-1.424611555,-1.741527953,-0.826620895,0
354,-0.33952866,-0.545692194,-1.108585855,-0.710113256,1
355,-0.297397873,-0.994766873,-0.827173831,0.339463201,0
356,1.838532317,-0.79806903,-0.754215106,1.251627837,0
357,-0.422264141,1.444373318,1.552371478,-0.914153573,1
358,-0.655928072,1.274201524,1.293065053,0.620049745,0
359,-0.204417314,1.448179343,1.695074975,0.796955947,1
360,-1.082450635,0.666513629,0.430649302,-1.465952064,1
361,-0.872022973,-0.524845575,-0.306113074,-1.355720047,0
362,-0.042682813,-0.876387627,-0.72938912,0.038181149,0
363,-0.46764656,-1.017221417,-1.10399938,0.615430572,0
364,0.739579816,1.060088287,0.966933653,-0.551093995,1
365,0.174938514,0.729283701,0.588429754,0.131130333,1
366,-1.775755583,0.912954497,0.846907806,0.647284963,1
367,-2.086898014,-1.184246862,-1.312061077,-1.342828574,0
368,0.618194617,-0.54229807,-0.354056142,-1.21626844,0
369,-0.128822465,-1.244299095,-1.64033502,-0.426241182,0
370,1.046486022,1.606028483,1.816327888,-0.032874413,1
371,0.034371703,1.850537692,2.023959098,0.451517929,1
372,-0.015106302,1.335886251,1.465495977,0.234351911,1
373,0.553463061,0.680505919,0.539127775,1.327895379,1
374,-1.904506379,1.524843283,1.813992995,0.813207971,1
375,0.033351536,0.79628995,0.666910185,-0.303709457,1
376,1.556689524,1.642583523,1.831708758,0.111912148,1
377,-0.680269312,1.307711285,1.614821222,-0.152641876,1
378,-0.180060046,1.029389924,1.045253933,-0.279532428,1
379,-0.139606625,0.472002155,0.33003106,0.119057075,1
380,-0.844459811,-1.234809344,-1.438011427,-1.063341395,0
381,0.48084218,0.544700708,0.361652783,0.217608365,1
382,-0.448965569,0.265314038,-0.105657943,-1.850356548,1
383,0.849176699,-0.125970954,-0.537203762,-0.932986239,1
384,-0.224185162,1.11017558,1.243341907,1.71479101,1
385,1.396517925,0.3182744,0.075063004,-0.399604685,1
386,0.427063923,1.262914608,1.306293069,-0.376156757,1
387,-0.258160736,-1.076420665,-1.047950861,0.005497416,0
388,0.755050114,0.786659704,0.690257635,0.827715022,1
389,-0.158989812,-0.570925064,-0.3702865,-1.196266753,0
390,-0.223745752,-1.207754261,-1.360879697,0.26606724,0
391,-1.26875513,2.349472022,2.796141754,-1.927121853,1
392,0.968113813,-1.032883299,-1.167458446,2.252826015,0
393,-0.868349191,1.194311265,1.275876312,-1.056367234,1
394,-0.067951468,-0.188064812,-0.680634438,0.678246407,1
395,0.715908676,-1.049546203,-1.152902112,1.708287179,0
396,0.806643175,-0.639627082,-0.168986031,0.096116904,0
397,-1.026157972,-1.094028728,-1.228868188,-0.056398728,0
398,-0.49511064,-0.829085923,-0.670309699,-0.967703169,0
399,0.322395234,-1.713365091,-2.333856546,0.373361058,0
400,-2.772128313,1.38398646,1.593071788,0.459454939,1
401,-1.709938277,-0.465133024,-0.966563254,0.331851314,1
402,-0.198040519,-0.770646425,-0.676269075,-3.304439251,0
403,-1.627581566,0.691947084,0.470555115,-0.985868555,1
404,-0.654378027,-0.539094697,-0.247575148,0.133192014,0
405,-1.75926451,0.04600916,-0.423407809,0.301316348,1
406,1.374433824,0.042415949,-0.208207384,0.975527582,1
407,0.396968525,-0.435083721,-0.303834096,1.288735984,0
408,1.231624191,0.472418608,0.207245541,1.10683089,1
409,-0.269298103,1.018766253,1.089751086,1.994993767,1
410,-0.542627764,-1.02041533,-1.159512455,-0.104780968,0
411,-0.148855788,-0.756981496,-0.532508109,-0.534683994,0
412,0.450250425,1.340615065,1.388946438,-0.226546912,1
413,0.313194973,-0.998105611,-1.10533596,0.644793405,0
414,-0.534405007,-1.602510401,-1.725394683,-0.726011584,0
415,-1.090836952,1.443866919,1.542308477,0.097616825,1
416,-1.320122702,-1.041085229,-1.169766098,0.415634558,0
417,-0.537589017,-1.186099527,-1.482093462,0.174581837,0
418,-1.853902107,-0.812111759,-0.627361608,-0.762845558,0
419,0.609645151,-0.707591659,-0.768964207,-1.635605239,0
420,-0.984402068,1.50066304,1.781120606,-0.805881966,1
421,-0.619960686,-0.691372572,-0.629922156,0.647128996,0
422,-0.354870499,-1.174652706,-1.214960374,-0.67648981,0
423,-0.069739761,-0.891505384,-0.841996533,-0.857082177,0
424,-0.865795625,-0.289513424,-0.842109987,0.235328827,1
425,-0.494926526,1.906347783,2.352267125,0.612661621,1
426,-1.0281585,-0.469638406,-0.936451077,1.533878075,1
427,0.187474119,-1.234817116,-1.15175181,0.266526353,0
428,0.625048522,1.794635943,2.16463875,-0.2403622,1
429,0.700309476,-1.076285306,-0.973946514,-0.257383565,0
430,1.437541228,1.069887813,1.180491584,0.98447749,1
431,0.005987983,1.237357286,1.38818483,-0.65058934,1
432,0.039830481,-1.333349448,-1.365071966,0.556247206,0
433,0.36203284,1.276402859,1.314767276,-0.10018071,1
434,-1.087256533,0.211718365,-0.030554788,-1.251189964,1
435,1.632063364,-0.733956233,-0.42772971,2.674617832,0
436,1.673531353,2.138420777,2.464629803,-0.858507086,1
437,-1.07686739,0.729499966,0.493049701,-0.662340437,1
438,-1.153046886,-0.807820784,-0.607006958,0.731503698,0
439,-1.70855183,1.470941449,1.60986202,0.382667104,1
440,1.841177706,-0.896859151,-0.887344997,-0.268345881,0
441,1.539911729,1.33499063,1.487823436,-0.507503909,1
442,0.375770012,0.380424069,0.087941018,-1.087182598,1
443,1.776150567,0.683826809,0.504769782,1.256634339,1
444,1.805169626,-0.504786428,-0.530211681,-0.480646961,0
445,-0.469761811,0.127733728,-0.196674558,1.604997788,1
446,2.299846088,2.462254339,2.925341583,-0.244862333,1
447,-0.014394177,-0.695876118,-0.664482495,0.573188903,0
448,1.866391426,-0.738596617,-0.409372986,0.095316957,0
449,-1.643624369,-1.219920749,-1.234749178,0.654942793,0
450,1.836143463,0.281093897,0.040673356,-0.024953121,1
451,-0.149807694,1.80811608,2.069050521,-0.979078201,1
452,0.15706153,1.995879181,2.480200826,0.524584077,1
453,-0.42404573,1.273934962,1.371290604,0.441238387,1
454,-1.777665169,0.134634403,-0.187957389,-1.623635895,1
455,-1.267143308,-0.963169961,-0.885597835,1.136584343,0
456,0.235685547,-0.82292138,-0.596543984,2.030905669,0
457,1.418365019,0.795405214,0.734754179,-0.919141132,1
458,-0.665598478,0.496099886,0.284290127,-0.197014225,1
459,-0.94429867,-0.839827824,-0.799409125,1.499263651,0
460,1.53587085,1.244969489,1.409457289,1.558268466,1
461,-0.185914558,0.8076941,0.724825662,0.842698741,1
462,0.388432145,0.008445859,-0.395641916,-0.350440781,0
463,0.41778036,0.956813185,1.020435407,-0.616154914,1
464,0.406167136,0.359093556,0.097159683,-0.13627832,1
